name,category,source_item,source
It'S A Wonderful Life (1946),film,,dariusk/corpora film
Dr. Strangelove Or: How I Learned To Stop Worrying And Love The Bomb (1964),film,,dariusk/corpora film
Some Like It Hot (1959),film,,dariusk/corpora film
Ben-Hur (1959),film,,dariusk/corpora film
Apocalypse Now (1979),film,,dariusk/corpora film
Amadeus (1984),film,,dariusk/corpora film
The Lord Of The Rings: The Return Of The King (2003),film,,dariusk/corpora film
Gladiator (2000),film,,dariusk/corpora film
Unforgiven (1992),film,,dariusk/corpora film
Raiders Of The Lost Ark (1981),film,,dariusk/corpora film
Rocky (1976),film,,dariusk/corpora film
A Streetcar Named Desire (1951),film,,dariusk/corpora film
To Kill A Mockingbird (1962),film,,dariusk/corpora film
My Fair Lady (1964),film,,dariusk/corpora film
A Clockwork Orange (1971),film,,dariusk/corpora film
Doctor Zhivago (1965),film,,dariusk/corpora film
The Searchers (1956),film,,dariusk/corpora film
Jaws (1975),film,,dariusk/corpora film
Patton (1970),film,,dariusk/corpora film
Butch Cassidy And The Sundance Kid (1969),film,,dariusk/corpora film
"The Good, The Bad And The Ugly (1966)",film,,dariusk/corpora film
The Apartment (1960),film,,dariusk/corpora film
Platoon (1986),film,,dariusk/corpora film
Braveheart (1995),film,,dariusk/corpora film
Dances With Wolves (1990),film,,dariusk/corpora film
The Exorcist (1973),film,,dariusk/corpora film
The Pianist (2002),film,,dariusk/corpora film
Goodfellas (1990),film,,dariusk/corpora film
The Deer Hunter (1978),film,,dariusk/corpora film
All Quiet On The Western Front (1930),film,,dariusk/corpora film
Bonnie And Clyde (1967),film,,dariusk/corpora film
The French Connection (1971),film,,dariusk/corpora film
Midnight Cowboy (1969),film,,dariusk/corpora film
Mr. Smith Goes To Washington (1939),film,,dariusk/corpora film
Rain Man (1988),film,,dariusk/corpora film
Annie Hall (1977),film,,dariusk/corpora film
Fargo (1996),film,,dariusk/corpora film
Close Encounters Of The Third Kind (1977),film,,dariusk/corpora film
Nashville (1975),film,,dariusk/corpora film
Network (1976),film,,dariusk/corpora film
The Graduate (1967),film,,dariusk/corpora film
American Graffiti (1973),film,,dariusk/corpora film
Pulp Fiction (1994),film,,dariusk/corpora film
Terms Of Endearment (1983),film,,dariusk/corpora film
The Great Dictator (1940),film,,dariusk/corpora film
Double Indemnity (1944),film,,dariusk/corpora film
The Maltese Falcon (1941),film,,dariusk/corpora film
Taxi Driver (1976),film,,dariusk/corpora film
Rear Window (1954),film,,dariusk/corpora film
The Third Man (1949),film,,dariusk/corpora film
Rebel Without A Cause (1955),film,,dariusk/corpora film
North By Northwest (1959),film,,dariusk/corpora film
Tom Jones (1963),film,,dariusk/corpora film
A Man For All Seasons (1966),film,,dariusk/corpora film
In The Heat Of The Night (1967),film,,dariusk/corpora film
Oliver! (1968),film,,dariusk/corpora film
The Sting (1973),film,,dariusk/corpora film
Kramer Vs. Kramer (1979),film,,dariusk/corpora film
Ordinary People (1980),film,,dariusk/corpora film
Chariots Of Fire (1981),film,,dariusk/corpora film
Gandhi (1982),film,,dariusk/corpora film
Out Of Africa (1985),film,,dariusk/corpora film
The Last Emperor (1987),film,,dariusk/corpora film
Driving Miss Daisy (1989),film,,dariusk/corpora film
The English Patient (1996),film,,dariusk/corpora film
Shakespeare In Love (1998),film,,dariusk/corpora film
American Beauty (1999),film,,dariusk/corpora film
A Beautiful Mind (2001),film,,dariusk/corpora film
Chicago (2002),film,,dariusk/corpora film
Million Dollar Baby (2004),film,,dariusk/corpora film
Crash (2005),film,,dariusk/corpora film
The Departed (2006),film,,dariusk/corpora film
No Country For Old Men (2007),film,,dariusk/corpora film
Slumdog Millionaire (2008),film,,dariusk/corpora film
The Hurt Locker (2009),film,,dariusk/corpora film
The King'S Speech (2010),film,,dariusk/corpora film
The Artist (2011),film,,dariusk/corpora film
Argo (2012),film,,dariusk/corpora film
12 Years A Slave (2013),film,,dariusk/corpora film
Birdman (2014),film,,dariusk/corpora film
Spotlight (2015),film,,dariusk/corpora film
Moonlight (2016),film,,dariusk/corpora film
The Shape Of Water (2017),film,,dariusk/corpora film
Black Swan (2010),film,,dariusk/corpora film
Inception (2010),film,,dariusk/corpora film
The Social Network (2010),film,,dariusk/corpora film
Toy Story 3 (2010),film,,dariusk/corpora film
True Grit (2010),film,,dariusk/corpora film
Moneyball (2011),film,,dariusk/corpora film
War Horse (2011),film,,dariusk/corpora film
Life Of Pi (2012),film,,dariusk/corpora film
Silver Linings Playbook (2012),film,,dariusk/corpora film
Zero Dark Thirty (2012),film,,dariusk/corpora film
Dallas Buyers Club (2013),film,,dariusk/corpora film
Gravity (2013),film,,dariusk/corpora film
Her (2013),film,,dariusk/corpora film
The Wolf Of Wall Street (2013),film,,dariusk/corpora film
Birdman Or (The Unexpected Virtue Of Ignorance) (2014),film,,dariusk/corpora film
American Sniper (2014),film,,dariusk/corpora film
Boyhood (2014),film,,dariusk/corpora film
The Grand Budapest Hotel (2014),film,,dariusk/corpora film
The Imitation Game (2014),film,,dariusk/corpora film
Selma (2014),film,,dariusk/corpora film
Whiplash (2014),film,,dariusk/corpora film
The Big Short (2015),film,,dariusk/corpora film
Mad Max: Fury Road (2015),film,,dariusk/corpora film
The Martian (2015),film,,dariusk/corpora film
The Revenant (2015),film,,dariusk/corpora film
Arrival (2016),film,,dariusk/corpora film
Hidden Figures (2016),film,,dariusk/corpora film
La La Land (2016),film,,dariusk/corpora film
Manchester By The Sea (2016),film,,dariusk/corpora film
Call Me By Your Name (2017),film,,dariusk/corpora film
Darkest Hour (2017),film,,dariusk/corpora film
Dunkirk (2017),film,,dariusk/corpora film
Get Out (2017),film,,dariusk/corpora film
Lady Bird (2017),film,,dariusk/corpora film
Phantom Thread (2017),film,,dariusk/corpora film
The Post (2017),film,,dariusk/corpora film
"Three Billboards Outside Ebbing, Missouri (2017)",film,,dariusk/corpora film
Chocolat (2000),film,,dariusk/corpora film
"Crouching Tiger, Hidden Dragon (2000)",film,,dariusk/corpora film
Erin Brockovich (2000),film,,dariusk/corpora film
Traffic (2000),film,,dariusk/corpora film
The Lord Of The Rings: The Fellowship Of The Ring (2001),film,,dariusk/corpora film
Moulin Rouge! (2001),film,,dariusk/corpora film
Gangs Of New York (2002),film,,dariusk/corpora film
The Hours (2002),film,,dariusk/corpora film
The Lord Of The Rings: The Two Towers (2002),film,,dariusk/corpora film
Lost In Translation (2003),film,,dariusk/corpora film
Master And Commander: The Far Side Of The World (2003),film,,dariusk/corpora film
Mystic River (2003),film,,dariusk/corpora film
Seabiscuit (2003),film,,dariusk/corpora film
Sideways (2004),film,,dariusk/corpora film
Brokeback Mountain (2005),film,,dariusk/corpora film
Capote (2005),film,,dariusk/corpora film
"Good Night, And Good Luck (2005)",film,,dariusk/corpora film
Little Miss Sunshine (2006),film,,dariusk/corpora film
Juno (2007),film,,dariusk/corpora film
There Will Be Blood (2007),film,,dariusk/corpora film
The Curious Case Of Benjamin Button (2008),film,,dariusk/corpora film
Avatar (2009),film,,dariusk/corpora film
District 9 (2009),film,,dariusk/corpora film
Inglourious Basterds (2009),film,,dariusk/corpora film
Up (2009),film,,dariusk/corpora film
Blade Runner (1982),film,,dariusk/corpora film
Beetlejuice (1988),film,,dariusk/corpora film
Ghostbusters (1984),film,,dariusk/corpora film
Back To The Future (1985),film,,dariusk/corpora film
The Princess Bride (1987),film,,dariusk/corpora film
The Goonies (1985),film,,dariusk/corpora film
The Shining (1980),film,,dariusk/corpora film
Full Metal Jacket (1987),film,,dariusk/corpora film
Top Gun (1986),film,,dariusk/corpora film
The Outsiders (1983),film,,dariusk/corpora film
Uncle Buck (1989),film,,dariusk/corpora film
The Karate Kid (1984),film,,dariusk/corpora film
E.T. The Extra-Terrestrial (1982),film,,dariusk/corpora film
The Breakfast Club (1985),film,,dariusk/corpora film
Dune (1984),film,,dariusk/corpora film
Aliens (1986),film,,dariusk/corpora film
Stand By Me (1986),film,,dariusk/corpora film
Scarface (1983),film,,dariusk/corpora film
Road House (1989),film,,dariusk/corpora film
Die Hard (1988),film,,dariusk/corpora film
Dirty Dancing (1987),film,,dariusk/corpora film
Batman (1989),film,,dariusk/corpora film
Star Wars: Episode Vi - Return Of The Jedi (1983),film,,dariusk/corpora film
Star Wars: Episode V - The Empire Strikes Back (1980),film,,dariusk/corpora film
Ferris Bueller'S Day Off (1986),film,,dariusk/corpora film
Predator (1987),film,,dariusk/corpora film
The Little Mermaid (1989),film,,dariusk/corpora film
Dead Poets Society (1989),film,,dariusk/corpora film
The Thing (1982),film,,dariusk/corpora film
Weekend At Bernie'S (1989),film,,dariusk/corpora film
Heathers (1988),film,,dariusk/corpora film
The Terminator (1984),film,,dariusk/corpora film
Ghostbusters Ii (1989),film,,dariusk/corpora film
Once Upon A Time In America (1984),film,,dariusk/corpora film
Coming To America (1988),film,,dariusk/corpora film
Indiana Jones And The Last Crusade (1989),film,,dariusk/corpora film
The Blue Lagoon (1980),film,,dariusk/corpora film
Airplane! (1980),film,,dariusk/corpora film
Fast Times At Ridgemont High (1982),film,,dariusk/corpora film
Indiana Jones And The Temple Of Doom (1984),film,,dariusk/corpora film
Tron (1982),film,,dariusk/corpora film
Caddyshack (1980),film,,dariusk/corpora film
Beverly Hills Cop (1984),film,,dariusk/corpora film
The Evil Dead (1981),film,,dariusk/corpora film
Highlander (1986),film,,dariusk/corpora film
The Neverending Story (1984),film,,dariusk/corpora film
The Shawshank Redemption (1994),film,,dariusk/corpora film
Jumanji (1995),film,,dariusk/corpora film
The Silence Of The Lambs (1991),film,,dariusk/corpora film
The Lion King (1994),film,,dariusk/corpora film
Titanic (1997),film,,dariusk/corpora film
Eyes Wide Shut (1999),film,,dariusk/corpora film
The Professional (1994),film,,dariusk/corpora film
The Matrix (1999),film,,dariusk/corpora film
Deep Impact (1998),film,,dariusk/corpora film
Newsies (1992),film,,dariusk/corpora film
Casino (1995),film,,dariusk/corpora film
The Green Mile (1999),film,,dariusk/corpora film
Fight Club (1999),film,,dariusk/corpora film
Jurassic Park (1993),film,,dariusk/corpora film
Saving Private Ryan (1998),film,,dariusk/corpora film
The Fifth Element (1997),film,,dariusk/corpora film
The Big Lebowski (1998),film,,dariusk/corpora film
American Pie (1999),film,,dariusk/corpora film
Beauty And The Beast (1991),film,,dariusk/corpora film
Se7en (1995),film,,dariusk/corpora film
10 Things I Hate About You (1999),film,,dariusk/corpora film
The Godfather: Part Iii (1990),film,,dariusk/corpora film
Toy Story (1995),film,,dariusk/corpora film
Boogie Nights (1997),film,,dariusk/corpora film
Cruel Intentions (1999),film,,dariusk/corpora film
Romeo + Juliet (1996),film,,dariusk/corpora film
The Usual Suspects (1995),film,,dariusk/corpora film
Good Will Hunting (1997),film,,dariusk/corpora film
Heat (1995),film,,dariusk/corpora film
Star Wars: Episode I - The Phantom Menace (1999),film,,dariusk/corpora film
American History X (1998),film,,dariusk/corpora film
The Mummy (1999),film,,dariusk/corpora film
Clueless (1995),film,,dariusk/corpora film
Reservoir Dogs (1992),film,,dariusk/corpora film
Basic Instinct (1992),film,,dariusk/corpora film
Magnolia (1999),film,,dariusk/corpora film
The Sixth Sense (1999),film,,dariusk/corpora film
The Truman Show (1998),film,,dariusk/corpora film
Waterworld (1995),film,,dariusk/corpora film
Terminator 2 (1991),film,,dariusk/corpora film
Trainspotting (1996),film,,dariusk/corpora film
Dazed And Confused (1993),film,,dariusk/corpora film
Pretty Woman (1990),film,,dariusk/corpora film
Rgb,travel,,dariusk/corpora travel
Ald,travel,,dariusk/corpora travel
Avv,travel,,dariusk/corpora travel
Apk,travel,,dariusk/corpora travel
Ffv,travel,,dariusk/corpora travel
Mac,travel,,dariusk/corpora travel
Caw,travel,,dariusk/corpora travel
Mno,travel,,dariusk/corpora travel
Nmd,travel,,dariusk/corpora travel
Sfr,travel,,dariusk/corpora travel
Ftz,travel,,dariusk/corpora travel
Jjp,travel,,dariusk/corpora travel
Voz,travel,,dariusk/corpora travel
Jyh,travel,,dariusk/corpora travel
Uea,travel,,dariusk/corpora travel
Chb,travel,,dariusk/corpora travel
Hke,travel,,dariusk/corpora travel
Lke,travel,,dariusk/corpora travel
Rlh,travel,,dariusk/corpora travel
Cqh,travel,,dariusk/corpora travel
Iad,travel,,dariusk/corpora travel
Axb,travel,,dariusk/corpora travel
Gow,travel,,dariusk/corpora travel
Igo,travel,,dariusk/corpora travel
Jll,travel,,dariusk/corpora travel
Sej,travel,,dariusk/corpora travel
Trj,travel,,dariusk/corpora travel
Ctv,travel,,dariusk/corpora travel
Awq,travel,,dariusk/corpora travel
Lni,travel,,dariusk/corpora travel
Won,travel,,dariusk/corpora travel
Ada,travel,,dariusk/corpora travel
Apj,travel,,dariusk/corpora travel
Sky,travel,,dariusk/corpora travel
Snj,travel,,dariusk/corpora travel
Sjo,travel,,dariusk/corpora travel
Sfj,travel,,dariusk/corpora travel
Vnl,travel,,dariusk/corpora travel
Mmb,travel,,dariusk/corpora travel
Axm,travel,,dariusk/corpora travel
Xax,travel,,dariusk/corpora travel
Mxd,travel,,dariusk/corpora travel
Gmr,travel,,dariusk/corpora travel
Abq,travel,,dariusk/corpora travel
Srq,travel,,dariusk/corpora travel
Ceb,travel,,dariusk/corpora travel
Gap,travel,,dariusk/corpora travel
Apg,travel,,dariusk/corpora travel
Sgd,travel,,dariusk/corpora travel
Abl,travel,,dariusk/corpora travel
Asv,travel,,dariusk/corpora travel
Esr,travel,,dariusk/corpora travel
Jja,travel,,dariusk/corpora travel
Jna,travel,,dariusk/corpora travel
Twb,travel,,dariusk/corpora travel
Pbn,travel,,dariusk/corpora travel
Jsa,travel,,dariusk/corpora travel
Sco,travel,,dariusk/corpora travel
Tgw,travel,,dariusk/corpora travel
Ttw,travel,,dariusk/corpora travel
Nok,travel,,dariusk/corpora travel
Nct,travel,,dariusk/corpora travel
Aiq,travel,,dariusk/corpora travel
Tax,travel,,dariusk/corpora travel
Tlm,travel,,dariusk/corpora travel
Tvj,travel,,dariusk/corpora travel
Pic,travel,,dariusk/corpora travel
Awt,travel,,dariusk/corpora travel
Ewe,travel,,dariusk/corpora travel
Nly,travel,,dariusk/corpora travel
Jaf,travel,,dariusk/corpora travel
Fcb,travel,,dariusk/corpora travel
Tvs,travel,,dariusk/corpora travel
Tvf,travel,,dariusk/corpora travel
Cfg,travel,,dariusk/corpora travel
Ewg,travel,,dariusk/corpora travel
Gui,travel,,dariusk/corpora travel
Sxd,travel,,dariusk/corpora travel
Tui,travel,,dariusk/corpora travel
Wzz,travel,,dariusk/corpora travel
Wow,travel,,dariusk/corpora travel
Ryr,travel,,dariusk/corpora travel
Bpa,travel,,dariusk/corpora travel
Iss,travel,,dariusk/corpora travel
Tra,travel,,dariusk/corpora travel
Nax,travel,,dariusk/corpora travel
Hfy,travel,,dariusk/corpora travel
Bms,travel,,dariusk/corpora travel
Pbd,travel,,dariusk/corpora travel
Voe,travel,,dariusk/corpora travel
Vlg,travel,,dariusk/corpora travel
Ezs,travel,,dariusk/corpora travel
Oaw,travel,,dariusk/corpora travel
Kkk,travel,,dariusk/corpora travel
Cai,travel,,dariusk/corpora travel
Ohy,travel,,dariusk/corpora travel
Pgt,travel,,dariusk/corpora travel
Sxs,travel,,dariusk/corpora travel
Ezy,travel,,dariusk/corpora travel
Bee,travel,,dariusk/corpora travel
Exs,travel,,dariusk/corpora travel
Azu,travel,,dariusk/corpora travel
Glo,travel,,dariusk/corpora travel
Sku,travel,,dariusk/corpora travel
Efy,travel,,dariusk/corpora travel
Vvc,travel,,dariusk/corpora travel
Voc,travel,,dariusk/corpora travel
Cfv,travel,,dariusk/corpora travel
Aij,travel,,dariusk/corpora travel
Viv,travel,,dariusk/corpora travel
Voi,travel,,dariusk/corpora travel
Ptr,travel,,dariusk/corpora travel
Jav,travel,,dariusk/corpora travel
Jzr,travel,,dariusk/corpora travel
Oms,travel,,dariusk/corpora travel
Kne,travel,,dariusk/corpora travel
Aby,travel,,dariusk/corpora travel
Fdb,travel,,dariusk/corpora travel
Fle,travel,,dariusk/corpora travel
Swg,travel,,dariusk/corpora travel
Wja,travel,,dariusk/corpora travel
Wen,travel,,dariusk/corpora travel
Trs,travel,,dariusk/corpora travel
Aay,travel,,dariusk/corpora travel
Fft,travel,,dariusk/corpora travel
Jbu,travel,,dariusk/corpora travel
Swa,travel,,dariusk/corpora travel
Nks,travel,,dariusk/corpora travel
Scx,travel,,dariusk/corpora travel
Sry,travel,,dariusk/corpora travel
Vrd,travel,,dariusk/corpora travel
